userId,genre
286,Comedy
287,Drama
288,Comedy
289,Drama
290,Drama
291,Drama
292,Drama
293,Thriller
294,Drama
295,Comedy
296,Drama
297,Adventure
298,Thriller
299,Comedy
300,Action
301,Drama
302,Drama
303,Drama
304,Comedy
305,Comedy
306,Drama
307,Comedy
308,Drama
309,Drama
310,Comedy
311,Thriller
312,Drama
313,Comedy
314,Adventure
315,Thriller
316,Action
317,Comedy
318,Drama
319,Comedy
320,Drama
321,Action
322,Thriller
323,Drama
324,Drama
325,Drama
326,Action
327,Thriller
328,Action
329,Drama
330,Drama
331,Drama
332,Comedy
333,Drama
334,Drama
335,Action
336,Drama
337,Drama
338,Comedy
339,Comedy
340,Adventure
341,Drama
342,Drama
343,Drama
344,Thriller
345,Drama
346,Comedy
347,Comedy
348,Comedy
349,Action
350,Comedy
351,Comedy
352,Thriller
353,Adventure
354,Romance
355,Thriller
356,Drama
357,Drama
358,Drama
359,Comedy
360,Comedy
361,Drama
362,Action
363,Thriller
364,Drama
365,Action
366,Drama
367,Thriller
368,Comedy
369,Comedy
370,Action
371,Thriller
372,Adventure
373,Drama
374,Comedy
375,Action
376,Drama
377,Action
378,Drama
379,Drama
380,Comedy
381,Comedy
382,Action
383,Thriller
384,Thriller
385,Drama
386,Action
387,Action
388,Comedy
389,Drama
390,Drama
391,Drama
392,Children
393,Drama
394,Sci-Fi
395,Comedy
396,Drama
397,Comedy
398,Drama
399,Drama
400,Romance
401,Drama
402,Adventure
403,Drama
404,Thriller
405,Thriller
406,Drama
407,Drama
408,Drama
409,Drama
410,Drama
411,Comedy
412,Comedy
413,Drama
414,Drama
415,Comedy
416,Drama
417,Drama
418,Action
419,Adventure
420,Drama
421,Comedy
422,Drama
423,Drama
424,Action
425,Drama
426,Drama
427,Drama
428,Comedy
429,Thriller
430,Drama
431,Drama
432,Action
433,Drama
434,Drama
435,Drama
436,Action
437,Drama
438,Action
439,Adventure
440,Drama
441,Drama
442,Comedy
443,Comedy
444,Drama
445,Action
446,Comedy
447,Drama
448,Comedy
449,Adventure
450,Drama
451,Comedy
452,Comedy
453,Comedy
454,Sci-Fi
455,Comedy
456,Thriller
457,Thriller
458,Comedy
459,Comedy
460,Action
461,Drama
462,Drama
463,Comedy
464,Adventure
465,Drama
466,Drama
467,Comedy
468,Comedy
469,Comedy
470,Drama
471,Adventure
472,Comedy
473,Drama
474,Thriller
475,Action
476,Adventure
477,Action
478,Action
479,Drama
480,Drama
481,Drama
482,Drama
483,Drama
484,Drama
485,Drama
486,Action
487,Sci-Fi
488,Drama
489,Drama
490,Drama
491,Drama
492,Action
493,Drama
494,Action
495,Drama
496,Drama
497,Adventure
498,Drama
499,Drama
500,Drama
501,Comedy
502,Drama
503,Drama
504,Action
505,Drama
506,Action
507,Thriller
508,Thriller
509,Sci-Fi
510,Drama
511,Drama
512,Comedy
513,Adventure
514,Drama
515,Drama
516,Comedy
517,Action
518,Comedy
519,Drama
520,Action
521,Drama
522,Drama
523,Drama
524,Comedy
525,Drama
526,Action
527,Action
528,Drama
529,Drama
530,Drama
531,Adventure
532,Comedy
533,Comedy
534,Drama
535,Drama
536,Action
537,Comedy
538,Drama
539,Comedy
540,Drama
541,Drama
542,Thriller
543,Comedy
544,Drama
545,Drama
546,Drama
547,Drama
548,Drama
549,Comedy
550,Comedy
551,Comedy
552,Thriller
553,Comedy
554,Thriller
555,Drama
556,Drama
557,Comedy
558,Action
559,Comedy
560,Action
561,Comedy
562,Drama
563,Animation
564,Action
565,Action
566,Comedy
567,Drama
568,Drama
569,Action
570,Drama
571,Drama
572,Drama
573,Action
574,Comedy
575,Comedy
576,Comedy
577,Comedy
578,Drama
579,Drama
580,Comedy
581,Action
582,Action
583,Drama
584,Comedy
585,Adventure
586,Drama
587,Drama
588,Drama
589,Drama
590,Drama
591,Action
592,Comedy
593,Adventure
594,Action
595,Action
596,Action
597,Comedy
598,Drama
599,Drama
600,Drama
601,Comedy
602,Drama
603,Drama
604,Thriller
605,Adventure
606,Comedy
607,Drama
608,Drama
609,Comedy
610,Drama
611,Drama
612,Drama
613,Comedy
614,Drama
615,Drama
616,Comedy
617,Drama
618,Action
619,Action
620,Action
621,Drama
622,Drama
623,Drama
624,Drama
625,Drama
626,Drama
627,Drama
628,Action
629,Action
630,Comedy
631,Action
632,Comedy
633,Drama
634,Drama
635,Action
636,Comedy
637,Comedy
638,Comedy
639,Drama
640,Drama
641,Drama
642,Action
643,Action
644,Comedy
645,Drama
646,Drama
647,Action
648,Drama
649,Drama
650,Action
651,Comedy
652,Drama
653,Comedy
654,Thriller
655,Thriller
656,Drama
657,Comedy
658,Drama
659,Comedy
660,Drama
661,Drama
662,Romance
663,Drama
664,Adventure
665,Action
666,Comedy
667,Comedy
668,Drama
669,Drama
670,Comedy
671,Thriller
672,Drama
673,Thriller
674,Drama
675,Comedy
676,Drama
677,Drama
678,Drama
679,Thriller
680,Comedy
681,Drama
682,Action
683,Adventure
684,Action
685,Thriller
686,Comedy
687,Adventure
688,Thriller
689,Drama
690,Drama
691,Comedy
692,Action
693,Action
694,Comedy
695,Comedy
696,Drama
697,Action
698,Drama
699,Comedy
700,Drama
701,Drama
702,Drama
703,Comedy
704,Drama
705,Comedy
706,Drama
707,Comedy
708,Comedy
709,Action
710,Drama
711,Drama
712,Action
713,Action
714,Action
715,Comedy
716,Comedy
717,Drama
718,Comedy
719,Drama
720,Drama
721,Sci-Fi
722,Adventure
723,Drama
724,Drama
725,Drama
726,Thriller
727,Comedy
728,Comedy
729,Thriller
730,Drama
731,Drama
732,Drama
733,Comedy
734,Drama
735,Action
736,Drama
737,Adventure
738,Drama
739,Drama
740,Action
741,Drama
742,Action
743,Adventure
744,Comedy
745,Drama
746,Drama
747,Drama
748,Drama
749,Drama
750,Drama
751,Comedy
752,Comedy
753,Thriller
754,Comedy
755,Drama
756,Drama
757,Drama
758,Action
759,Drama
760,Romance
761,Sci-Fi
762,Comedy
763,Adventure
764,Action
765,Action
766,Drama
767,Comedy
768,Drama
769,Comedy
770,Drama
771,Drama
772,Thriller
773,Drama
774,Comedy
775,Drama
776,Comedy
777,Adventure
778,Thriller
779,Action
780,Drama
781,Comedy
782,Drama
783,Drama
784,Drama
785,Drama
786,Drama
787,Drama
788,Action
789,Drama
790,Drama
791,Adventure
792,Drama
793,Action
794,Drama
795,Action
796,Drama
797,Drama
798,Drama
799,Comedy
800,Adventure
801,Drama
802,Comedy
803,Drama
804,Adventure
805,Comedy
806,Drama
807,Drama
808,Comedy
809,Drama
810,Drama
811,Comedy
812,Action
813,Comedy
814,Drama
815,Drama
816,Comedy
817,Drama
818,Comedy
819,Drama
820,Thriller
821,Comedy
822,Drama
823,Drama
824,Drama
825,Drama
826,Drama
827,Drama
828,Drama
829,Drama
830,Comedy
831,Drama
832,Drama
833,Comedy
834,Thriller
835,Comedy
836,Comedy
837,Comedy
838,Thriller
839,Drama
840,Comedy
841,Romance
842,Comedy
843,Horror
844,Drama
845,Comedy
846,Drama
847,Drama
848,Comedy
849,Action
850,Comedy
851,Comedy
852,Drama
853,Action
854,Comedy
855,Drama
856,Adventure
857,Action
858,Drama
859,Drama
860,Comedy
861,Action
862,Drama
863,Drama
864,Comedy
865,Drama
866,Drama
867,Comedy
868,Comedy
869,Drama
870,Action
871,Drama
872,Comedy
873,Drama
874,Drama
875,Drama
876,Action
877,Comedy
878,Comedy
879,Comedy
880,Comedy
881,Drama
882,Drama
883,Comedy
884,Thriller
885,Sci-Fi
886,Drama
887,Action
888,Drama
889,Comedy
890,Thriller
891,Comedy
892,Drama
893,Comedy
894,Drama
895,Action
896,Comedy
897,Comedy
898,Drama
899,Drama
900,Drama
901,Drama
902,Drama
903,Comedy
904,Drama
905,Drama
906,Action
907,Comedy
908,Drama
909,Drama
910,Adventure
911,Drama
912,Action
913,Drama
914,Drama
915,Action
916,Drama
917,Comedy
918,Drama
919,Drama
920,Drama
921,Comedy
922,Comedy
923,Action
924,Drama
925,Drama
926,Drama
927,Drama
928,Drama
929,Drama
930,Adventure
931,Action
932,Comedy
933,Drama
934,Thriller
935,Comedy
936,Drama
937,Drama
938,Drama
939,Comedy
940,Drama
941,Adventure
942,Comedy
943,Adventure
944,Comedy
945,Thriller
946,Drama
947,Drama
948,Drama
949,Romance
950,Drama
951,Drama
952,Action
953,Drama
954,Drama
955,Comedy
956,Drama
957,Drama
958,Drama
959,Drama
960,Drama
961,Drama
962,Thriller
963,Drama
964,Comedy
965,Drama
966,Comedy
967,Action
968,Comedy
969,Comedy
970,Adventure
971,Crime
972,Drama
973,Drama
974,Drama
975,Drama
976,Drama
977,Drama
978,Drama
979,Comedy
980,Drama
981,Drama
982,Drama
983,Drama
984,Comedy
985,Comedy
986,Drama
987,Drama
988,Action
989,Thriller
990,Action
991,Drama
992,Drama
993,Drama
994,Comedy
995,Action
996,Action
997,Drama
998,Comedy
999,Drama
1000,Comedy
1001,Comedy
1002,Comedy
1003,Drama
1004,Action
1005,Action
1006,Action
1007,Drama
1008,Comedy
1009,Action
1010,Adventure
1011,Drama
1012,Comedy
1013,Drama
1014,Drama
1015,Comedy
1016,Action
1017,Drama
1018,Comedy
1019,Action
1020,Comedy
1021,Action
1022,Thriller
1023,Drama
1024,Thriller
1025,Drama
1026,Comedy
1027,Drama
1028,Drama
1029,Action
1030,Drama
1031,Comedy
1032,Action
1033,Drama
1034,Action
1035,Sci-Fi
1036,Comedy
1037,Drama
1038,Drama
1039,Drama
1040,Drama
1041,Action
1042,Drama
1043,Drama
1044,Action
1045,Comedy
1046,Drama
1047,Drama
1048,Drama
1049,Drama
1050,Comedy
1051,Drama
1052,Action
1053,Drama
1054,Drama
1055,Adventure
1056,Action
1057,Comedy
1058,Comedy
1059,Drama
1060,Comedy
1061,Drama
1062,Action
1063,Comedy
1064,Action
1065,Comedy
1066,Comedy
1067,Comedy
1068,Drama
1069,Thriller
1070,Comedy
1071,Action
1072,Drama
1073,Drama
1074,Comedy
1075,Drama
1076,Comedy
1077,Drama
1078,Comedy
1079,Thriller
1080,Comedy
1081,Thriller
1082,Comedy
1083,Drama
1084,Action
1085,Comedy
1086,Action
1087,Drama
1088,Action
1089,Drama
1090,Drama
1091,Action
1092,Drama
1093,Action
1094,Drama
1095,Drama
1096,Animation
1097,Drama
1098,Drama
1099,Thriller
1100,Drama
1101,Action
1102,Romance
1103,Drama
1104,Comedy
1105,Drama
1106,Drama
1107,Drama
1108,Drama
1109,Drama
1110,Drama
1111,Action
1112,Action
1113,Comedy
1114,Comedy
1115,Drama
1116,Action
1117,Drama
1118,Comedy
1119,Drama
1120,Comedy
1121,Drama
1122,Drama
1123,Action
1124,Drama
1125,Comedy
1126,Drama
1127,Comedy
1128,Action
1129,Action
1130,Sci-Fi
1131,Action
1132,Comedy
1133,Drama
1134,Comedy
1135,Drama
1136,Thriller
1137,Action
1138,Comedy
1139,Drama
1140,Drama
1141,Drama
1142,Drama
1143,Comedy
1144,Drama
1145,Action
1146,Drama
1147,Drama
1148,Drama
1149,Thriller
1150,Comedy
1151,Comedy
1152,Sci-Fi
1153,Drama
1154,Action
1155,Action
1156,Drama
1157,Drama
1158,Adventure
1159,Comedy
1160,Drama
1161,Comedy
1162,Drama
1163,Action
1164,Comedy
1165,Drama
1166,Drama
1167,Drama
1168,Drama
1169,Comedy
1170,Comedy
1171,Drama
1172,Action
1173,Drama
1174,Drama
1175,Thriller
1176,Drama
1177,Comedy
1178,Drama
1179,Drama
1180,Comedy
1181,Thriller
1182,Drama
1183,Drama
1184,Drama
1185,Comedy
1186,Drama
1187,Drama
1188,Action
1189,Drama
1190,Drama
1191,Drama
1192,Action
1193,Comedy
1194,Action
1195,Action
1196,Action
1197,Drama
1198,Drama
1199,Drama
1200,Animation
1201,Drama
1202,Drama
1203,Comedy
1204,Thriller
1205,Drama
1206,Drama
1207,Action
1208,Comedy
1209,Drama
1210,Drama
1211,Comedy
1212,Drama
1213,Drama
1214,Drama
1215,Drama
1216,Drama
1217,Thriller
1218,Drama
1219,Drama
1220,Drama
1221,Comedy
1222,Drama
1223,Drama
1224,Action
1225,Action
1226,Drama
1227,Drama
1228,Action
1229,Drama
1230,Comedy
1231,Horror
1232,Drama
1233,Drama
1234,Action
1235,Drama
1236,Comedy
1237,Thriller
1238,Drama
1239,Action
1240,Drama
1241,Action
1242,Comedy
1243,Comedy
1244,Thriller
1245,Comedy
1246,Drama
1247,Drama
1248,Comedy
1249,Comedy
1250,Action
1251,Drama
1252,Action
1253,Drama
1254,Action
1255,Drama
1256,Drama
1257,Drama
1258,Drama
1259,Action
1260,Action
1261,Drama
1262,Comedy
1263,Drama
1264,Action
1265,Drama
1266,Action
1267,Drama
1268,Drama
1269,Drama
1270,Drama
1271,Drama
1272,Comedy
1273,Comedy
1274,Comedy
1275,Sci-Fi
1276,Drama
1277,Drama
1278,Drama
1279,Adventure
1280,Action
1281,Drama
1282,Comedy
1283,Thriller
1284,Action
1285,Comedy
1286,Comedy
1287,Drama
1288,Action
1289,Horror
1290,Action
1291,Thriller
1292,Comedy
1293,Comedy
1294,Drama
1295,Drama
1296,Drama
1297,Comedy
1298,Drama
1299,Drama
1300,Comedy
1301,Drama
1302,Drama
1303,Drama
1304,Drama
1305,Drama
1306,Drama
1307,Action
1308,Drama
1309,Drama
1310,Thriller
1311,Action
1312,Drama
1313,Drama
1314,Sci-Fi
1315,Comedy
1316,Drama
1317,Comedy
1318,Drama
1319,Drama
1320,Comedy
1321,Action
1322,Action
1323,Adventure
1324,Horror
1325,Comedy
1326,Action
1327,Drama
1328,Drama
1329,Drama
1330,Action
1331,Comedy
1332,Drama
1333,Drama
1334,Comedy
1335,Drama
1336,Comedy
1337,Drama
1338,Drama
1339,Comedy
1340,Drama
1341,Drama
1342,Drama
1343,Action
1344,Action
1345,Action
1346,Drama
1347,Drama
1348,Drama
1349,Drama
1350,Drama
1351,Action
1352,Drama
1353,Comedy
1354,Comedy
1355,Action
1356,Drama
1357,Action
1358,Drama
1359,Comedy
1360,Drama
1361,Adventure
1362,Drama
1363,Drama
1364,Horror
1365,Drama
1366,Drama
1367,Drama
1368,Comedy
1369,Comedy
1370,Action
1371,Adventure
1372,Drama
1373,Horror
1374,Comedy
1375,Action
1376,Comedy
1377,Drama
1378,Comedy
1379,Action
1380,Drama
1381,Crime
1382,Action
1383,Drama
1384,Comedy
1385,Thriller
1386,Comedy
1387,Comedy
1388,Comedy
1389,Comedy
1390,Comedy
1391,Drama
1392,Drama
1393,Comedy
1394,Drama
1395,Adventure
1396,Drama
1397,Comedy
1398,Drama
1399,Comedy
1400,Sci-Fi
1401,Comedy
1402,Drama
1403,Drama
1404,Comedy
1405,Drama
1406,Drama
1407,Comedy
1408,Drama
1409,Drama
1410,Thriller
1411,Drama
1412,Drama
1413,Fantasy
1414,Sci-Fi
1415,Drama
1416,Drama
1417,Drama
1418,Comedy
1419,Action
1420,Drama
1421,Drama
1422,Thriller
1423,Drama
1424,Drama
1425,Drama
1426,Action
1427,Drama
1428,Drama
1429,Action
1430,Comedy
1431,Drama
1432,Drama
1433,Action
1434,Drama
1435,Comedy
1436,Drama
1437,Action
1438,Comedy
1439,Action
1440,Drama
1441,Comedy
1442,Drama
1443,Thriller
1444,Drama
1445,Thriller
1446,Drama
1447,Drama
1448,Drama
1449,Comedy
1450,Adventure
1451,Drama
1452,Action
1453,Sci-Fi
1454,Drama
1455,Drama
1456,Drama
1457,Drama
1458,Adventure
1459,Drama
1460,Drama
1461,Comedy
1462,Comedy
1463,Action
1464,Action
1465,Comedy
1466,Drama
1467,Comedy
1468,Action
1469,Adventure
1470,Comedy
1471,Drama
1472,Drama
1473,Action
1474,Drama
1475,Drama
1476,Drama
1477,Drama
1478,Drama
1479,Drama
1480,Comedy
1481,Drama
1482,Drama
1483,Drama
1484,Action
1485,Romance
1486,Drama
1487,Comedy
1488,Comedy
1489,Drama
1490,Romance
1491,Drama
1492,Drama
1493,Drama
1494,Drama
1495,Crime
1496,Adventure
1497,Drama
1498,Comedy
1499,Drama
1500,Drama
1501,Drama
1502,Action
1503,Comedy
1504,Comedy
1505,Drama
1506,Drama
1507,Action
1508,Drama
1509,Comedy
1510,Comedy
1511,Drama
1512,Adventure
1513,Comedy
1514,Action
1515,Adventure
1516,Drama
1517,Comedy
1518,Drama
1519,Action
1520,Adventure
1521,Drama
1522,Adventure
1523,Action
1524,Action
1525,Drama
1526,Comedy
1527,Drama
1528,Drama
1529,Comedy
1530,Drama
1531,Action
1532,Drama
1533,Action
1534,Drama
1535,Action
1536,Action
1537,Comedy
1538,Drama
1539,Action
1540,Action
1541,Drama
1542,Drama
1543,Comedy
1544,Action
1545,Action
1546,Thriller
1547,Adventure
1548,Adventure
1549,Drama
1550,Comedy
1551,Drama
1552,Drama
1553,Drama
1554,Action
1555,Comedy
1556,Drama
1557,Comedy
1558,Comedy
1559,Drama
1560,Drama
1561,Action
1562,Drama
1563,Drama
1564,Drama
1565,Comedy
1566,Drama
1567,Action
1568,Drama
1569,Comedy
1570,Drama
1571,Drama
1572,Comedy
1573,Drama
1574,Drama
1575,Action
1576,Drama
1577,Drama
1578,Comedy
1579,Comedy
1580,Comedy
1581,Action
1582,Drama
1583,Comedy
1584,Thriller
1585,Action
1586,Adventure
1587,Action
1588,Drama
1589,Action
1590,Thriller
1591,Action
1592,Comedy
1593,Drama
1594,Drama
1595,Drama
1596,Drama
1597,Comedy
1598,Comedy
1599,Drama
1600,Drama
1601,Adventure
1602,Action
1603,Drama
1604,Drama
1605,Drama
1606,Drama
1607,Comedy
1608,Sci-Fi
1609,Comedy
1610,Comedy
1611,Action
1612,Drama
1613,Action
1614,Drama
1615,Drama
1616,Drama
1617,Action
1618,Drama
1619,Drama
1620,Drama
1621,Action
1622,Drama
1623,Adventure
1624,Comedy
1625,Drama
1626,Drama
1627,Action
1628,Drama
1629,Action
1630,Comedy
1631,Comedy
1632,Drama
1633,Comedy
1634,Action
1635,Comedy
1636,Comedy
1637,Drama
1638,Drama
1639,Comedy
1640,Action
1641,Action
1642,Drama
1643,Comedy
1644,Action
1645,Drama
1646,Comedy
1647,Drama
1648,Drama
1649,Animation
1650,Drama
1651,Drama
1652,Drama
1653,Comedy
1654,Comedy
1655,Drama
1656,Drama
1657,Comedy
1658,Drama
1659,Action
1660,Drama
1661,Drama
1662,Adventure
1663,Action
1664,Drama
1665,Sci-Fi
1666,Drama
1667,Drama
1668,Thriller
1669,Drama
1670,Comedy
1671,Drama
1672,Comedy
1673,Drama
1674,Action
1675,Drama
1676,Action
1677,Drama
1678,Drama
1679,Comedy
1680,Drama
1681,Action
1682,Drama
1683,Thriller
1684,Drama
1685,Comedy
1686,Drama
1687,Thriller
1688,Drama
1689,Comedy
1690,Comedy
1691,Drama
1692,Drama
1693,Action
1694,Adventure
1695,Drama
1696,Action
1697,Drama
1698,Drama
1699,Drama
1700,Adventure
1701,Action
1702,Crime
1703,Comedy
1704,Drama
1705,Comedy
1706,Comedy
1707,Drama
1708,Drama
1709,Drama
1710,Drama
1711,Comedy
1712,Comedy
1713,Adventure
1714,Drama
1715,Drama
1716,Comedy
1717,Comedy
1718,Comedy
1719,Drama
1720,Action
1721,Drama
1722,Drama
1723,Action
1724,Action
1725,Drama
1726,Comedy
1727,Action
1728,Action
1729,Action
1730,Thriller
1731,Action
1732,Comedy
1733,Drama
1734,Comedy
1735,Drama
1736,Drama
1737,Comedy
1738,Drama
1739,Drama
1740,Drama
1741,Horror
1742,Action
1743,Comedy
1744,Comedy
1745,Drama
1746,Action
1747,Drama
1748,Drama
1749,Comedy
1750,Drama
1751,Drama
1752,Comedy
1753,Comedy
1754,Drama
1755,Action
1756,Drama
1757,Adventure
1758,Action
1759,Drama
1760,Action
1761,Drama
1762,Drama
1763,Thriller
1764,Drama
1765,Action
1766,Adventure
1767,Comedy
1768,Action
1769,Drama
1770,Comedy
1771,Drama
1772,Action
1773,Sci-Fi
1774,Comedy
1775,Comedy
1776,Drama
1777,Comedy
1778,Drama
1779,Drama
1780,Comedy
1781,Comedy
1782,Action
1783,Drama
1784,Comedy
1785,Action
1786,Drama
1787,Action
1788,Action
1789,Drama
1790,Drama
1791,Action
1792,Comedy
1793,Drama
1794,Drama
1795,Comedy
1796,Adventure
1797,Drama
1798,Drama
1799,Thriller
1800,Drama
1801,Drama
1802,Comedy
1803,Adventure
1804,Crime
1805,Drama
1806,Action
1807,Action
1808,Drama
1809,Thriller
1810,Thriller
1811,Drama
1812,Action
1813,Drama
1814,Action
1815,Action
1816,Drama
1817,Comedy
1818,Drama
1819,Drama
1820,Drama
1821,Drama
1822,Comedy
1823,Drama
1824,Drama
1825,Drama
1826,Action
1827,Drama
1828,Adventure
1829,Comedy
1830,Drama
1831,Comedy
1832,Drama
1833,Comedy
1834,Drama
1835,Thriller
1836,Drama
1837,Drama
1838,Comedy
1839,Drama
1840,Comedy
1841,Comedy
1842,Comedy
1843,Drama
1844,Comedy
1845,Drama
1846,Drama
1847,Comedy
1848,Drama
1849,Comedy
1850,Drama
1851,Drama
1852,Drama
1853,Drama
1854,Drama
1855,Comedy
1856,Thriller
1857,Drama
1858,Drama
1859,Drama
1860,Drama
1861,Drama
1862,Comedy
1863,Drama
1864,Drama
1865,Action
1866,Drama
1867,Action
1868,Drama
1869,Drama
1870,Action
1871,Comedy
1872,Thriller
1873,Comedy
1874,Action
1875,Comedy
1876,Drama
1877,Animation
1878,Action
1879,Action
1880,Action
1881,Action
1882,Action
1883,Comedy
1884,Action
1885,Drama
1886,Drama
1887,Action
1888,Drama
1889,Drama
1890,Action
1891,Drama
1892,Drama
1893,Action
1894,Drama
1895,Comedy
1896,Drama
1897,Drama
1898,Comedy
1899,Comedy
1900,Drama
1901,Western
1902,Comedy
1903,Drama
1904,Action
1905,Comedy
1906,Action
1907,Fantasy
1908,Drama
1909,Thriller
1910,Action
1911,Drama
1912,Action
1913,Comedy
1914,Drama
1915,Drama
1916,Drama
1917,Drama
1918,Thriller
1919,Drama
1920,Comedy
1921,Comedy
1922,Drama
1923,Drama
1924,Drama
1925,Drama
1926,Adventure
1927,Drama
1928,Comedy
1929,Comedy
1930,Action
1931,Adventure
1932,Action
1933,Drama
1934,Action
1935,Drama
1936,Comedy
1937,Comedy
1938,Action
1939,Drama
1940,Drama
1941,Comedy
1942,Drama
1943,Action
1944,Adventure
1945,Drama
1946,Comedy
1947,Drama
1948,Drama
1949,Drama
1950,Comedy
1951,Drama
1952,Drama
1953,Comedy
1954,Comedy
1955,Drama
1956,Drama
1957,Drama
1958,Drama
1959,Action
1960,Drama
1961,Comedy
1962,Comedy
1963,Drama
1964,Film-Noir
1965,Drama
1966,Drama
1967,Drama
1968,Adventure
1969,Comedy
1970,Thriller
1971,Action
1972,Drama
1973,Comedy
1974,Action
1975,Drama
1976,Drama
1977,Drama
1978,Action
1979,Drama
1980,Drama
1981,Action
1982,Comedy
1983,Drama
1984,Drama
1985,Comedy
1986,Drama
1987,Horror
1988,Drama
1989,Drama
1990,Comedy
1991,Drama
1992,Drama
1993,Drama
1994,Drama
1995,Comedy
1996,Comedy
1997,Adventure
1998,Drama
1999,Comedy
2000,Comedy
2001,Action
2002,Comedy
2003,Drama
2004,Drama
2005,Drama
2006,Action
2007,Drama
2008,Fantasy
2009,Drama
2010,Adventure
2011,Adventure
2012,Drama
2013,Drama
2014,Drama
2015,Drama
2016,Action
2017,Drama
2018,Comedy
2019,Comedy
2020,Drama
2021,Drama
2022,Drama
2023,Drama
2024,Drama
2025,Comedy
2026,Thriller
2027,Drama
2028,Drama
2029,Drama
2030,Drama
2031,Drama
2032,Drama
2033,Drama
2034,Drama
2035,Drama
2036,Drama
2037,Drama
2038,Comedy
2039,Drama
2040,Comedy
2041,Action
2042,Drama
2043,Comedy
2044,Action
2045,Action
2046,Drama
2047,Thriller
2048,Drama
2049,Drama
2050,Drama
2051,Comedy
2052,Action
2053,Drama
2054,Drama
2055,Drama
2056,Sci-Fi
2057,Drama
2058,Comedy
2059,Drama
2060,Drama
2061,Drama
2062,Comedy
2063,Comedy
2064,Comedy
2065,Comedy
2066,Drama
2067,Comedy
2068,Drama
2069,Action
2070,Drama
2071,Drama
2072,Drama
2073,Comedy
2074,Action
2075,Drama
2076,Drama
2077,Comedy
2078,Action
2079,Drama
2080,Drama
2081,Thriller
2082,Drama
